county,PCODE,climate_zone,year_month,year,month,rainfall_mm,lta_mm,anomaly_mm,pct_of_normal
Uasin Gishu,KE027,highland,2019-05,2019,5,84.97,126.0,-41.03,67.4
Uasin Gishu,KE027,highland,2019-06,2019,6,61.37,73.5,-12.13,83.5
Uasin Gishu,KE027,highland,2019-07,2019,7,35.91,52.5,-16.59,68.4
Uasin Gishu,KE027,highland,2019-08,2019,8,45.31,52.5,-7.19,86.3
Uasin Gishu,KE027,highland,2019-09,2019,9,41.05,73.5,-32.45,55.9
Uasin Gishu,KE027,highland,2019-10,2019,10,144.31,105.0,39.31,137.4
Uasin Gishu,KE027,highland,2019-11,2019,11,305.04,126.0,179.04,242.1
Uasin Gishu,KE027,highland,2019-12,2019,12,160.15,84.0,76.15,190.7
Uasin Gishu,KE027,highland,2020-01,2020,1,25.74,42.0,-16.26,61.3
Uasin Gishu,KE027,highland,2020-02,2020,2,45.95,52.5,-6.55,87.5
Uasin Gishu,KE027,highland,2020-03,2020,3,97.07,105.0,-7.93,92.4
Uasin Gishu,KE027,highland,2020-04,2020,4,76.05,157.5,-81.45,48.3
Uasin Gishu,KE027,highland,2020-05,2020,5,45.74,126.0,-80.26,36.3
Uasin Gishu,KE027,highland,2020-06,2020,6,86.39,73.5,12.89,117.5
Uasin Gishu,KE027,highland,2020-07,2020,7,17.22,52.5,-35.28,32.8
Uasin Gishu,KE027,highland,2020-08,2020,8,44.24,52.5,-8.26,84.3
Uasin Gishu,KE027,highland,2020-09,2020,9,113.44,73.5,39.94,154.3
Uasin Gishu,KE027,highland,2020-10,2020,10,89.02,105.0,-15.98,84.8
Uasin Gishu,KE027,highland,2020-11,2020,11,167.98,126.0,41.98,133.3
Uasin Gishu,KE027,highland,2020-12,2020,12,47.92,84.0,-36.08,57.0
Uasin Gishu,KE027,highland,2021-01,2021,1,35.76,42.0,-6.24,85.1
Uasin Gishu,KE027,highland,2021-02,2021,2,42.98,52.5,-9.52,81.9
Uasin Gishu,KE027,highland,2021-03,2021,3,80.91,105.0,-24.09,77.1
Uasin Gishu,KE027,highland,2021-04,2021,4,102.71,157.5,-54.79,65.2
Uasin Gishu,KE027,highland,2021-05,2021,5,30.23,126.0,-95.77,24.0
Uasin Gishu,KE027,highland,2021-06,2021,6,119.51,73.5,46.01,162.6
Uasin Gishu,KE027,highland,2021-07,2021,7,39.95,52.5,-12.55,76.1
Uasin Gishu,KE027,highland,2021-08,2021,8,50.85,52.5,-1.65,96.9
Uasin Gishu,KE027,highland,2021-09,2021,9,61.09,73.5,-12.41,83.1
Uasin Gishu,KE027,highland,2021-10,2021,10,67.13,105.0,-37.87,63.9
Uasin Gishu,KE027,highland,2021-11,2021,11,77.63,126.0,-48.37,61.6
Uasin Gishu,KE027,highland,2021-12,2021,12,36.65,84.0,-47.35,43.6
Uasin Gishu,KE027,highland,2022-01,2022,1,31.18,42.0,-10.82,74.2
Uasin Gishu,KE027,highland,2022-02,2022,2,21.62,52.5,-30.88,41.2
Uasin Gishu,KE027,highland,2022-03,2022,3,34.73,105.0,-70.27,33.1
Uasin Gishu,KE027,highland,2022-04,2022,4,35.06,157.5,-122.44,22.3
Uasin Gishu,KE027,highland,2022-05,2022,5,45.48,126.0,-80.52,36.1
Uasin Gishu,KE027,highland,2022-06,2022,6,42.56,73.5,-30.94,57.9
Uasin Gishu,KE027,highland,2022-07,2022,7,8.83,52.5,-43.67,16.8
Uasin Gishu,KE027,highland,2022-08,2022,8,15.44,52.5,-37.06,29.4
Uasin Gishu,KE027,highland,2022-09,2022,9,51.92,73.5,-21.58,70.6
Uasin Gishu,KE027,highland,2022-10,2022,10,103.94,105.0,-1.06,99.0
Uasin Gishu,KE027,highland,2022-11,2022,11,39.18,126.0,-86.82,31.1
Uasin Gishu,KE027,highland,2022-12,2022,12,48.61,84.0,-35.39,57.9
Uasin Gishu,KE027,highland,2023-01,2023,1,23.29,42.0,-18.71,55.5
Uasin Gishu,KE027,highland,2023-02,2023,2,41.36,52.5,-11.14,78.8
Uasin Gishu,KE027,highland,2023-03,2023,3,102.18,105.0,-2.82,97.3
Uasin Gishu,KE027,highland,2023-04,2023,4,252.75,157.5,95.25,160.5
Uasin Gishu,KE027,highland,2023-05,2023,5,102.77,126.0,-23.23,81.6
Uasin Gishu,KE027,highland,2023-06,2023,6,44.16,73.5,-29.34,60.1
Uasin Gishu,KE027,highland,2023-07,2023,7,35.11,52.5,-17.39,66.9
Uasin Gishu,KE027,highland,2023-08,2023,8,36.61,52.5,-15.89,69.7
Uasin Gishu,KE027,highland,2023-09,2023,9,47.51,73.5,-25.99,64.6
Uasin Gishu,KE027,highland,2023-10,2023,10,386.75,105.0,281.75,368.3
Uasin Gishu,KE027,highland,2023-11,2023,11,323.85,126.0,197.85,257.0
Uasin Gishu,KE027,highland,2023-12,2023,12,78.17,84.0,-5.83,93.1
Uasin Gishu,KE027,highland,2024-01,2024,1,52.95,42.0,10.95,126.1
Uasin Gishu,KE027,highland,2024-02,2024,2,34.22,52.5,-18.28,65.2
Uasin Gishu,KE027,highland,2024-03,2024,3,137.01,105.0,32.01,130.5
Uasin Gishu,KE027,highland,2024-04,2024,4,239.06,157.5,81.56,151.8
Uasin Gishu,KE027,highland,2024-05,2024,5,113.71,126.0,-12.29,90.2
Uasin Gishu,KE027,highland,2024-06,2024,6,54.36,73.5,-19.14,74.0
Uasin Gishu,KE027,highland,2024-07,2024,7,86.22,52.5,33.72,164.2
Uasin Gishu,KE027,highland,2024-08,2024,8,36.73,52.5,-15.77,70.0
Uasin Gishu,KE027,highland,2024-09,2024,9,49.2,73.5,-24.3,66.9
Uasin Gishu,KE027,highland,2024-10,2024,10,57.56,105.0,-47.44,54.8
Uasin Gishu,KE027,highland,2024-11,2024,11,101.44,126.0,-24.56,80.5
Uasin Gishu,KE027,highland,2024-12,2024,12,77.21,84.0,-6.79,91.9
Uasin Gishu,KE027,highland,2025-01,2025,1,57.43,42.0,15.43,136.7
Uasin Gishu,KE027,highland,2025-02,2025,2,61.26,52.5,8.76,116.7
Uasin Gishu,KE027,highland,2025-03,2025,3,116.87,105.0,11.87,111.3
Uasin Gishu,KE027,highland,2025-04,2025,4,231.84,157.5,74.34,147.2
Uasin Gishu,KE027,highland,2025-05,2025,5,73.84,126.0,-52.16,58.6
Uasin Gishu,KE027,highland,2025-06,2025,6,35.89,73.5,-37.61,48.8
Uasin Gishu,KE027,highland,2025-07,2025,7,62.45,52.5,9.95,119.0
Uasin Gishu,KE027,highland,2025-08,2025,8,47.12,52.5,-5.38,89.8
Uasin Gishu,KE027,highland,2025-09,2025,9,100.64,73.5,27.14,136.9
Uasin Gishu,KE027,highland,2025-10,2025,10,101.74,105.0,-3.26,96.9
Uasin Gishu,KE027,highland,2025-11,2025,11,95.54,126.0,-30.46,75.8
Uasin Gishu,KE027,highland,2025-12,2025,12,104.53,84.0,20.53,124.4
Uasin Gishu,KE027,highland,2026-01,2026,1,37.82,42.0,-4.18,90.0
Uasin Gishu,KE027,highland,2026-02,2026,2,43.06,52.5,-9.44,82.0
Elgeyo-Marakwet,KE028,highland,2018-01,2018,1,97.4,44.0,53.4,221.4
Elgeyo-Marakwet,KE028,highland,2018-02,2018,2,81.75,55.0,26.75,148.6
Elgeyo-Marakwet,KE028,highland,2018-03,2018,3,107.83,110.0,-2.17,98.0
Elgeyo-Marakwet,KE028,highland,2018-04,2018,4,127.52,165.0,-37.48,77.3
Elgeyo-Marakwet,KE028,highland,2018-05,2018,5,98.52,132.0,-33.48,74.6
Elgeyo-Marakwet,KE028,highland,2018-06,2018,6,64.17,77.0,-12.83,83.3
Elgeyo-Marakwet,KE028,highland,2018-07,2018,7,56.71,55.0,1.71,103.1
Elgeyo-Marakwet,KE028,highland,2018-08,2018,8,42.29,55.0,-12.71,76.9
Elgeyo-Marakwet,KE028,highland,2018-09,2018,9,42.75,77.0,-34.25,55.5
Elgeyo-Marakwet,KE028,highland,2018-10,2018,10,89.77,110.0,-20.23,81.6
Elgeyo-Marakwet,KE028,highland,2018-11,2018,11,123.65,132.0,-8.35,93.7
Elgeyo-Marakwet,KE028,highland,2018-12,2018,12,106.13,88.0,18.13,120.6
Elgeyo-Marakwet,KE028,highland,2019-01,2019,1,29.52,44.0,-14.48,67.1
Elgeyo-Marakwet,KE028,highland,2019-02,2019,2,52.8,55.0,-2.2,96.0
Elgeyo-Marakwet,KE028,highland,2019-03,2019,3,117.73,110.0,7.73,107.0
Elgeyo-Marakwet,KE028,highland,2019-04,2019,4,175.03,165.0,10.03,106.1
Elgeyo-Marakwet,KE028,highland,2019-05,2019,5,208.68,132.0,76.68,158.1
Elgeyo-Marakwet,KE028,highland,2019-06,2019,6,64.68,77.0,-12.32,84.0
Elgeyo-Marakwet,KE028,highland,2019-07,2019,7,35.6,55.0,-19.4,64.7
Elgeyo-Marakwet,KE028,highland,2019-08,2019,8,54.19,55.0,-0.81,98.5
Elgeyo-Marakwet,KE028,highland,2019-09,2019,9,66.05,77.0,-10.95,85.8
Elgeyo-Marakwet,KE028,highland,2019-10,2019,10,162.18,110.0,52.18,147.4
Elgeyo-Marakwet,KE028,highland,2019-11,2019,11,183.99,132.0,51.99,139.4
Elgeyo-Marakwet,KE028,highland,2019-12,2019,12,173.57,88.0,85.57,197.2
Elgeyo-Marakwet,KE028,highland,2020-01,2020,1,31.27,44.0,-12.73,71.1
Elgeyo-Marakwet,KE028,highland,2020-02,2020,2,69.1,55.0,14.1,125.6
Elgeyo-Marakwet,KE028,highland,2020-03,2020,3,84.09,110.0,-25.91,76.4
Elgeyo-Marakwet,KE028,highland,2020-04,2020,4,112.96,165.0,-52.04,68.5
Elgeyo-Marakwet,KE028,highland,2020-05,2020,5,49.92,132.0,-82.08,37.8
Elgeyo-Marakwet,KE028,highland,2020-06,2020,6,80.63,77.0,3.63,104.7
Elgeyo-Marakwet,KE028,highland,2020-07,2020,7,77.36,55.0,22.36,140.7
Elgeyo-Marakwet,KE028,highland,2020-08,2020,8,71.05,55.0,16.05,129.2
Elgeyo-Marakwet,KE028,highland,2020-09,2020,9,94.0,77.0,17.0,122.1
Elgeyo-Marakwet,KE028,highland,2020-10,2020,10,102.87,110.0,-7.13,93.5
Elgeyo-Marakwet,KE028,highland,2020-11,2020,11,121.24,132.0,-10.76,91.8
Elgeyo-Marakwet,KE028,highland,2020-12,2020,12,129.01,88.0,41.01,146.6
Elgeyo-Marakwet,KE028,highland,2021-01,2021,1,46.62,44.0,2.62,106.0
Elgeyo-Marakwet,KE028,highland,2021-02,2021,2,58.56,55.0,3.56,106.5
Elgeyo-Marakwet,KE028,highland,2021-03,2021,3,182.39,110.0,72.39,165.8
Elgeyo-Marakwet,KE028,highland,2021-04,2021,4,92.05,165.0,-72.95,55.8
Elgeyo-Marakwet,KE028,highland,2021-05,2021,5,30.42,132.0,-101.58,23.0
Elgeyo-Marakwet,KE028,highland,2021-06,2021,6,67.91,77.0,-9.09,88.2
Elgeyo-Marakwet,KE028,highland,2021-07,2021,7,49.65,55.0,-5.35,90.3
Elgeyo-Marakwet,KE028,highland,2021-08,2021,8,57.93,55.0,2.93,105.3
Elgeyo-Marakwet,KE028,highland,2021-09,2021,9,88.46,77.0,11.46,114.9
Elgeyo-Marakwet,KE028,highland,2021-10,2021,10,27.87,110.0,-82.13,25.3
Elgeyo-Marakwet,KE028,highland,2021-11,2021,11,103.94,132.0,-28.06,78.7
Elgeyo-Marakwet,KE028,highland,2021-12,2021,12,55.32,88.0,-32.68,62.9
Elgeyo-Marakwet,KE028,highland,2022-01,2022,1,21.64,44.0,-22.36,49.2
Elgeyo-Marakwet,KE028,highland,2022-02,2022,2,14.4,55.0,-40.6,26.2
Elgeyo-Marakwet,KE028,highland,2022-03,2022,3,85.42,110.0,-24.58,77.7
Elgeyo-Marakwet,KE028,highland,2022-04,2022,4,62.78,165.0,-102.22,38.0
Elgeyo-Marakwet,KE028,highland,2022-05,2022,5,77.76,132.0,-54.24,58.9
Elgeyo-Marakwet,KE028,highland,2022-06,2022,6,42.11,77.0,-34.89,54.7
Elgeyo-Marakwet,KE028,highland,2022-07,2022,7,48.32,55.0,-6.68,87.9
Elgeyo-Marakwet,KE028,highland,2022-08,2022,8,38.49,55.0,-16.51,70.0
Elgeyo-Marakwet,KE028,highland,2022-09,2022,9,76.56,77.0,-0.44,99.4
Elgeyo-Marakwet,KE028,highland,2022-10,2022,10,57.42,110.0,-52.58,52.2
Elgeyo-Marakwet,KE028,highland,2022-11,2022,11,53.54,132.0,-78.46,40.6
Elgeyo-Marakwet,KE028,highland,2022-12,2022,12,51.35,88.0,-36.65,58.4
Elgeyo-Marakwet,KE028,highland,2023-01,2023,1,26.38,44.0,-17.62,60.0
Elgeyo-Marakwet,KE028,highland,2023-02,2023,2,37.31,55.0,-17.69,67.8
Elgeyo-Marakwet,KE028,highland,2023-03,2023,3,116.13,110.0,6.13,105.6
Elgeyo-Marakwet,KE028,highland,2023-04,2023,4,76.42,165.0,-88.58,46.3
Elgeyo-Marakwet,KE028,highland,2023-05,2023,5,136.59,132.0,4.59,103.5
Elgeyo-Marakwet,KE028,highland,2023-06,2023,6,38.53,77.0,-38.47,50.0
Elgeyo-Marakwet,KE028,highland,2023-07,2023,7,59.12,55.0,4.12,107.5
Elgeyo-Marakwet,KE028,highland,2023-08,2023,8,59.84,55.0,4.84,108.8
Elgeyo-Marakwet,KE028,highland,2023-09,2023,9,53.76,77.0,-23.24,69.8
Elgeyo-Marakwet,KE028,highland,2023-10,2023,10,157.31,110.0,47.31,143.0
Elgeyo-Marakwet,KE028,highland,2023-11,2023,11,184.68,132.0,52.68,139.9
Elgeyo-Marakwet,KE028,highland,2023-12,2023,12,180.44,88.0,92.44,205.0
Elgeyo-Marakwet,KE028,highland,2024-01,2024,1,59.98,44.0,15.98,136.3
Elgeyo-Marakwet,KE028,highland,2024-02,2024,2,54.0,55.0,-1.0,98.2
Elgeyo-Marakwet,KE028,highland,2024-03,2024,3,37.75,110.0,-72.25,34.3
Elgeyo-Marakwet,KE028,highland,2024-04,2024,4,130.84,165.0,-34.16,79.3
Elgeyo-Marakwet,KE028,highland,2024-05,2024,5,103.18,132.0,-28.82,78.2
Elgeyo-Marakwet,KE028,highland,2024-06,2024,6,88.22,77.0,11.22,114.6
Elgeyo-Marakwet,KE028,highland,2024-07,2024,7,64.28,55.0,9.28,116.9
Elgeyo-Marakwet,KE028,highland,2024-08,2024,8,55.32,55.0,0.32,100.6
Elgeyo-Marakwet,KE028,highland,2024-09,2024,9,102.22,77.0,25.22,132.8
Elgeyo-Marakwet,KE028,highland,2024-10,2024,10,132.23,110.0,22.23,120.2
Elgeyo-Marakwet,KE028,highland,2024-11,2024,11,89.83,132.0,-42.17,68.1
Elgeyo-Marakwet,KE028,highland,2024-12,2024,12,51.12,88.0,-36.88,58.1
Elgeyo-Marakwet,KE028,highland,2025-01,2025,1,40.37,44.0,-3.63,91.7
Elgeyo-Marakwet,KE028,highland,2025-02,2025,2,55.28,55.0,0.28,100.5
Elgeyo-Marakwet,KE028,highland,2025-03,2025,3,80.01,110.0,-29.99,72.7
Elgeyo-Marakwet,KE028,highland,2025-04,2025,4,430.85,165.0,265.85,261.1
Elgeyo-Marakwet,KE028,highland,2025-05,2025,5,200.32,132.0,68.32,151.8
Elgeyo-Marakwet,KE028,highland,2025-06,2025,6,56.15,77.0,-20.85,72.9
Elgeyo-Marakwet,KE028,highland,2025-07,2025,7,33.23,55.0,-21.77,60.4
Elgeyo-Marakwet,KE028,highland,2025-08,2025,8,38.8,55.0,-16.2,70.5
Elgeyo-Marakwet,KE028,highland,2025-09,2025,9,105.91,77.0,28.91,137.5
Elgeyo-Marakwet,KE028,highland,2025-10,2025,10,158.84,110.0,48.84,144.4
Elgeyo-Marakwet,KE028,highland,2025-11,2025,11,218.05,132.0,86.05,165.2
Elgeyo-Marakwet,KE028,highland,2025-12,2025,12,59.69,88.0,-28.31,67.8
Elgeyo-Marakwet,KE028,highland,2026-01,2026,1,46.31,44.0,2.31,105.2
Elgeyo-Marakwet,KE028,highland,2026-02,2026,2,32.76,55.0,-22.24,59.6
Nandi,KE029,western,2018-01,2018,1,137.71,80.0,57.71,172.1
Nandi,KE029,western,2018-02,2018,2,63.5,96.0,-32.5,66.1
Nandi,KE029,western,2018-03,2018,3,61.44,144.0,-82.56,42.7
Nandi,KE029,western,2018-04,2018,4,88.35,192.0,-103.65,46.0
Nandi,KE029,western,2018-05,2018,5,152.97,208.0,-55.03,73.5
Nandi,KE029,western,2018-06,2018,6,197.2,160.0,37.2,123.2
Nandi,KE029,western,2018-07,2018,7,173.04,144.0,29.04,120.2
Nandi,KE029,western,2018-08,2018,8,86.47,144.0,-57.53,60.0
Nandi,KE029,western,2018-09,2018,9,116.45,144.0,-27.55,80.9
Nandi,KE029,western,2018-10,2018,10,86.31,128.0,-41.69,67.4
Nandi,KE029,western,2018-11,2018,11,47.73,96.0,-48.27,49.7
Nandi,KE029,western,2018-12,2018,12,42.74,64.0,-21.26,66.8
Nandi,KE029,western,2019-01,2019,1,124.94,80.0,44.94,156.2
Nandi,KE029,western,2019-02,2019,2,51.16,96.0,-44.84,53.3
Nandi,KE029,western,2019-03,2019,3,136.63,144.0,-7.37,94.9
Nandi,KE029,western,2019-04,2019,4,278.36,192.0,86.36,145.0
Nandi,KE029,western,2019-05,2019,5,295.49,208.0,87.49,142.1
Nandi,KE029,western,2019-06,2019,6,280.48,160.0,120.48,175.3
Nandi,KE029,western,2019-07,2019,7,154.15,144.0,10.15,107.0
Nandi,KE029,western,2019-08,2019,8,162.96,144.0,18.96,113.2
Nandi,KE029,western,2019-09,2019,9,110.11,144.0,-33.89,76.5
Nandi,KE029,western,2019-10,2019,10,125.03,128.0,-2.97,97.7
Nandi,KE029,western,2019-11,2019,11,158.42,96.0,62.42,165.0
Nandi,KE029,western,2019-12,2019,12,170.59,64.0,106.59,266.5
Nandi,KE029,western,2020-01,2020,1,25.94,80.0,-54.06,32.4
Nandi,KE029,western,2020-02,2020,2,74.76,96.0,-21.24,77.9
Nandi,KE029,western,2020-03,2020,3,104.84,144.0,-39.16,72.8
Nandi,KE029,western,2020-04,2020,4,112.84,192.0,-79.16,58.8
Nandi,KE029,western,2020-05,2020,5,194.8,208.0,-13.2,93.7
Nandi,KE029,western,2020-06,2020,6,221.27,160.0,61.27,138.3
Nandi,KE029,western,2020-07,2020,7,71.95,144.0,-72.05,50.0
Nandi,KE029,western,2020-08,2020,8,141.02,144.0,-2.98,97.9
Nandi,KE029,western,2020-09,2020,9,99.45,144.0,-44.55,69.1
Nandi,KE029,western,2020-10,2020,10,86.17,128.0,-41.83,67.3
Nandi,KE029,western,2020-11,2020,11,48.59,96.0,-47.41,50.6
Nandi,KE029,western,2020-12,2020,12,65.43,64.0,1.43,102.2
Nandi,KE029,western,2021-01,2021,1,121.83,80.0,41.83,152.3
Nandi,KE029,western,2021-02,2021,2,103.65,96.0,7.65,108.0
Nandi,KE029,western,2021-03,2021,3,48.47,144.0,-95.53,33.7
Nandi,KE029,western,2021-04,2021,4,119.22,192.0,-72.78,62.1
Nandi,KE029,western,2021-05,2021,5,161.14,208.0,-46.86,77.5
Nandi,KE029,western,2021-06,2021,6,143.92,160.0,-16.08,90.0
Nandi,KE029,western,2021-07,2021,7,154.38,144.0,10.38,107.2
Nandi,KE029,western,2021-08,2021,8,102.78,144.0,-41.22,71.4
Nandi,KE029,western,2021-09,2021,9,123.53,144.0,-20.47,85.8
Nandi,KE029,western,2021-10,2021,10,72.82,128.0,-55.18,56.9
Nandi,KE029,western,2021-11,2021,11,106.54,96.0,10.54,111.0
Nandi,KE029,western,2021-12,2021,12,26.37,64.0,-37.63,41.2
Nandi,KE029,western,2022-01,2022,1,16.0,80.0,-64.0,20.0
Nandi,KE029,western,2022-02,2022,2,88.58,96.0,-7.42,92.3
Nandi,KE029,western,2022-03,2022,3,68.6,144.0,-75.4,47.6
Nandi,KE029,western,2022-04,2022,4,50.94,192.0,-141.06,26.5
Nandi,KE029,western,2022-05,2022,5,133.34,208.0,-74.66,64.1
Nandi,KE029,western,2022-06,2022,6,155.33,160.0,-4.67,97.1
Nandi,KE029,western,2022-07,2022,7,205.07,144.0,61.07,142.4
Nandi,KE029,western,2022-08,2022,8,120.87,144.0,-23.13,83.9
Nandi,KE029,western,2022-09,2022,9,261.69,144.0,117.69,181.7
Nandi,KE029,western,2022-10,2022,10,71.64,128.0,-56.36,56.0
Nandi,KE029,western,2022-11,2022,11,70.52,96.0,-25.48,73.5
Nandi,KE029,western,2022-12,2022,12,49.66,64.0,-14.34,77.6
Nandi,KE029,western,2023-01,2023,1,142.92,80.0,62.92,178.6
Nandi,KE029,western,2023-02,2023,2,49.37,96.0,-46.63,51.4
Nandi,KE029,western,2023-03,2023,3,87.72,144.0,-56.28,60.9
Nandi,KE029,western,2023-04,2023,4,188.92,192.0,-3.08,98.4
Nandi,KE029,western,2023-05,2023,5,86.36,208.0,-121.64,41.5
Nandi,KE029,western,2023-06,2023,6,99.17,160.0,-60.83,62.0
Nandi,KE029,western,2023-07,2023,7,115.69,144.0,-28.31,80.3
Nandi,KE029,western,2023-08,2023,8,222.25,144.0,78.25,154.3
Nandi,KE029,western,2023-09,2023,9,163.53,144.0,19.53,113.6
Nandi,KE029,western,2023-10,2023,10,262.56,128.0,134.56,205.1
Nandi,KE029,western,2023-11,2023,11,153.45,96.0,57.45,159.8
Nandi,KE029,western,2023-12,2023,12,45.84,64.0,-18.16,71.6
Nandi,KE029,western,2024-01,2024,1,174.65,80.0,94.65,218.3
Nandi,KE029,western,2024-02,2024,2,97.61,96.0,1.61,101.7
Nandi,KE029,western,2024-03,2024,3,104.09,144.0,-39.91,72.3
Nandi,KE029,western,2024-04,2024,4,431.06,192.0,239.06,224.5
Nandi,KE029,western,2024-05,2024,5,118.57,208.0,-89.43,57.0
Nandi,KE029,western,2024-06,2024,6,246.67,160.0,86.67,154.2
Nandi,KE029,western,2024-07,2024,7,137.13,144.0,-6.87,95.2
Nandi,KE029,western,2024-08,2024,8,181.53,144.0,37.53,126.1
Nandi,KE029,western,2024-09,2024,9,168.78,144.0,24.78,117.2
Nandi,KE029,western,2024-10,2024,10,141.19,128.0,13.19,110.3
Nandi,KE029,western,2024-11,2024,11,187.35,96.0,91.35,195.2
Nandi,KE029,western,2024-12,2024,12,116.98,64.0,52.98,182.8
Nandi,KE029,western,2025-01,2025,1,56.3,80.0,-23.7,70.4
Nandi,KE029,western,2025-02,2025,2,110.83,96.0,14.83,115.4
Nandi,KE029,western,2025-03,2025,3,59.3,144.0,-84.7,41.2
Nandi,KE029,western,2025-04,2025,4,240.89,192.0,48.89,125.5
Nandi,KE029,western,2025-05,2025,5,285.08,208.0,77.08,137.1
Nandi,KE029,western,2025-06,2025,6,55.53,160.0,-104.47,34.7
Nandi,KE029,western,2025-07,2025,7,135.09,144.0,-8.91,93.8
Nandi,KE029,western,2025-08,2025,8,181.4,144.0,37.4,126.0
Nandi,KE029,western,2025-09,2025,9,156.96,144.0,12.96,109.0
Nandi,KE029,western,2025-10,2025,10,72.92,128.0,-55.08,57.0
Nandi,KE029,western,2025-11,2025,11,57.29,96.0,-38.71,59.7
Nandi,KE029,western,2025-12,2025,12,59.49,64.0,-4.51,93.0
Nandi,KE029,western,2026-01,2026,1,58.22,80.0,-21.78,72.8
Nandi,KE029,western,2026-02,2026,2,69.45,96.0,-26.55,72.3
Baringo,KE030,semi-arid,2018-01,2018,1,12.87,25.0,-12.13,51.5
Baringo,KE030,semi-arid,2018-02,2018,2,23.97,25.0,-1.03,95.9
Baringo,KE030,semi-arid,2018-03,2018,3,85.54,75.0,10.54,114.1
Baringo,KE030,semi-arid,2018-04,2018,4,46.24,125.0,-78.76,37.0
Baringo,KE030,semi-arid,2018-05,2018,5,57.26,100.0,-42.74,57.3
Baringo,KE030,semi-arid,2018-06,2018,6,40.14,33.33,6.81,120.4
Baringo,KE030,semi-arid,2018-07,2018,7,7.69,16.67,-8.98,46.1
Baringo,KE030,semi-arid,2018-08,2018,8,16.05,16.67,-0.62,96.3
Baringo,KE030,semi-arid,2018-09,2018,9,47.01,33.33,13.68,141.0
Baringo,KE030,semi-arid,2018-10,2018,10,53.7,100.0,-46.3,53.7
Baringo,KE030,semi-arid,2018-11,2018,11,117.4,133.33,-15.93,88.0
Baringo,KE030,semi-arid,2018-12,2018,12,80.36,66.67,13.69,120.5
Baringo,KE030,semi-arid,2019-01,2019,1,54.26,25.0,29.26,217.0
Baringo,KE030,semi-arid,2019-02,2019,2,24.5,25.0,-0.5,98.0
Baringo,KE030,semi-arid,2019-03,2019,3,47.97,75.0,-27.03,64.0
Baringo,KE030,semi-arid,2019-04,2019,4,46.02,125.0,-78.98,36.8
Baringo,KE030,semi-arid,2019-05,2019,5,64.19,100.0,-35.81,64.2
Baringo,KE030,semi-arid,2019-06,2019,6,16.72,33.33,-16.61,50.2
Baringo,KE030,semi-arid,2019-07,2019,7,29.61,16.67,12.94,177.7
Baringo,KE030,semi-arid,2019-08,2019,8,22.28,16.67,5.61,133.7
Baringo,KE030,semi-arid,2019-09,2019,9,19.13,33.33,-14.2,57.4
Baringo,KE030,semi-arid,2019-10,2019,10,125.52,100.0,25.52,125.5
Baringo,KE030,semi-arid,2019-11,2019,11,240.11,133.33,106.78,180.1
Baringo,KE030,semi-arid,2019-12,2019,12,173.43,66.67,106.76,260.1
Baringo,KE030,semi-arid,2020-01,2020,1,28.89,25.0,3.89,115.6
Baringo,KE030,semi-arid,2020-02,2020,2,27.78,25.0,2.78,111.1
Baringo,KE030,semi-arid,2020-03,2020,3,40.61,75.0,-34.39,54.1
Baringo,KE030,semi-arid,2020-04,2020,4,38.69,125.0,-86.31,31.0
Baringo,KE030,semi-arid,2020-05,2020,5,51.57,100.0,-48.43,51.6
Baringo,KE030,semi-arid,2020-06,2020,6,31.04,33.33,-2.29,93.1
Baringo,KE030,semi-arid,2020-07,2020,7,8.31,16.67,-8.36,49.9
Baringo,KE030,semi-arid,2020-08,2020,8,29.31,16.67,12.64,175.9
Baringo,KE030,semi-arid,2020-09,2020,9,24.51,33.33,-8.82,73.5
Baringo,KE030,semi-arid,2020-10,2020,10,49.45,100.0,-50.55,49.4
Baringo,KE030,semi-arid,2020-11,2020,11,102.82,133.33,-30.51,77.1
Baringo,KE030,semi-arid,2020-12,2020,12,55.53,66.67,-11.14,83.3
Baringo,KE030,semi-arid,2021-01,2021,1,23.0,25.0,-2.0,92.0
Baringo,KE030,semi-arid,2021-02,2021,2,21.1,25.0,-3.9,84.4
Baringo,KE030,semi-arid,2021-03,2021,3,40.2,75.0,-34.8,53.6
Baringo,KE030,semi-arid,2021-04,2021,4,71.62,125.0,-53.38,57.3
Baringo,KE030,semi-arid,2021-05,2021,5,56.11,100.0,-43.89,56.1
Baringo,KE030,semi-arid,2021-06,2021,6,36.93,33.33,3.6,110.8
Baringo,KE030,semi-arid,2021-07,2021,7,18.91,16.67,2.24,113.5
Baringo,KE030,semi-arid,2021-08,2021,8,19.1,16.67,2.43,114.6
Baringo,KE030,semi-arid,2021-09,2021,9,41.99,33.33,8.66,126.0
Baringo,KE030,semi-arid,2021-10,2021,10,40.57,100.0,-59.43,40.6
Baringo,KE030,semi-arid,2021-11,2021,11,54.92,133.33,-78.41,41.2
Baringo,KE030,semi-arid,2021-12,2021,12,54.28,66.67,-12.39,81.4
Baringo,KE030,semi-arid,2022-01,2022,1,9.82,25.0,-15.18,39.3
Baringo,KE030,semi-arid,2022-02,2022,2,11.08,25.0,-13.92,44.3
Baringo,KE030,semi-arid,2022-03,2022,3,26.52,75.0,-48.48,35.4
Baringo,KE030,semi-arid,2022-04,2022,4,109.0,125.0,-16.0,87.2
